,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory,Do Not Drive Advisory,Stock Abbreviation,fuzzy_company,ticker,open,close,market_cap,eps,full_name
1695,2024-02-16,24V115000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V115000),"Mercedes-Benz USA, LLC",80-Amp Fuse May Fail,ELECTRICAL SYSTEM,2024030008,Vehicle,31848,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2023-2024 C300, AMG C43, S580e, S580, Maybach S580, Maybach S680, AMG SL43, AMGSL63, GLC300, EQE350, EQE500, EQS450, EQS580, AMG EQS, 2023 S500, AMG SL55, AMG EQE, 2024 E350, E450, AMG C63e S, CLE300 Coupe, CLE450 Coupe, and GLC300 Coupe vehicles.  The 80-Amp fuses may have been manufactured incorrectly, which can cause the fuses to fail.","An 80-Amp fuse that fails can result in a sudden loss of drive power or a loss of critical safety functions such as the restraint systems or instrument cluster, increasing the risk of a crash or injury.  Additionally, there could be an increased risk of a fire.","Dealers will replace the main fuse boxes, free of charge.  Owner notification letters were mailed April 5, 2024.  Owners may contact MBUSA customer service at 1-800-367-6372.  MBUSA's number for this recall is 2024030008.",No,No,NYSE:MBG,COMFORT SYSTEMS USA INC,FIX,249.59695543449604,246.93385314941406,34625064960,23.56,"Comfort Systems USA, Inc."
1696,2024-02-16,24V117000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V117000),"Mercedes-Benz USA, LLC",Accelerator Pedal Welded Improperly,VEHICLE SPEED CONTROL,2024030009,Vehicle,466,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2024 GLE350, GLE450, AMG GLE53, and AMG GLE53 Coupe vehicles.  The accelerator pedal module bracket may have been improperly welded, which can result in the bracket breaking or detaching.",A broken or detached accelerator pedal can increase the risk of a crash or injury.,"Dealers will drill through the spot welds and secure the bracket with rivets, free of charge.  Owner notification letters were mailed April 5, 2024.  Owners may contact MBUSA customer service at 1-800-367-6372.  MBUSA's number for this recall is 2024030009.",No,No,NYSE:MBG,COMFORT SYSTEMS USA INC,FIX,249.59695543449604,246.93385314941406,34625064960,23.56,"Comfort Systems USA, Inc."
1697,2024-02-16,24V118000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V118000),"Mercedes-Benz USA, LLC",Transmission Control Unit Software May Cause Stall,POWER TRAIN,NR (Not Reported),Vehicle,105071,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2020-2023 GLE 450 and GLS 450 vehicles.  The transmission may not fully downshift in certain conditions, causing the engine to stall.",An engine stall increases the risk of a crash.,"Dealers will update the transmission control unit software, free of charge.  Owner notification letters were mailed March 29, 2024.  Owners may contact MBUSA customer service at 1-800-367-6372.",No,No,NYSE:MBG,COMFORT SYSTEMS USA INC,FIX,249.59695543449604,246.93385314941406,34625064960,23.56,"Comfort Systems USA, Inc."
1700,2024-02-15,24V113000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V113000),Honda (American Honda Motor Co.),Fuel Pump May Fail,"FUEL SYSTEM, GASOLINE","KP8, KP9, KQ0, KQ1",Vehicle,29301,"Honda (American Honda Motor Co.) is recalling certain 2018-2024 GL1800 (Goldwing), CBR600RR, and 2018-2019 CBR1000RR motorcycles.  The fuel pump impellers may have been improperly molded, which can cause them to deform and result in fuel pump failure.","Fuel pump failure can cause an engine stall while driving, increasing the risk of a crash.","Dealers will inspect and replace the fuel pump module as necessary, free of charge.  Owner letters were mailed June 19, 2024.  Owners may contact Honda customer service at 1-866-784-1870.  Honda's numbers for this recall are KP8, KP9, KQ0, and KQ1.",No,No,NYSE:,HONDA MOTOR CO LTD,HNDAF,10.418124470644651,10.822803497314453,40674668544,0.95,"Honda Motor Co., Ltd."
1701,2024-02-15,24V114000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V114000),Honda (American Honda Motor Co.),Improperly Tightened Steering Gear Box Assembly,,"LHU, FHT",Vehicle,186,"Honda (American Honda Motor Co.) is recalling certain 2023-2024 Odyssey and 2024 Acura RDX vehicles.  The steering gear box assembly may not have been tightened properly, allowing water to enter the assembly and cause corrosion and binding gears.",Corroded and binding steering gears can result in a loss of steering control and increase the risk of a crash.,"Dealers will replace the electric power steering rack, free of charge.  Owner notification letters were mailed April 4, 2024.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are LHU and FHT.",No,No,NYSE:,HONDA MOTOR CO LTD,HNDAF,10.418124470644651,10.822803497314453,40674668544,0.95,"Honda Motor Co., Ltd."
1703,2024-02-14,24V109000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V109000),"Triumph Motorcycles America, Ltd.",Front Fork Caps May Detach,STRUCTURE,SRAN 617,Vehicle,107,"Triumph Motorcycles America, Ltd. (Triumph) is recalling certain 2023 Trident 660 and Tiger Sport 660 motorcycles.  Due to incorrectly machined threads, the front fork caps may strip and detach from the fork outer tube.","Front fork cap detachment can result in a loss of vehicle handling and control, increasing the risk of a crash.","Dealers will replace the fork caps, free of charge.  Owner notification letters were mailed March 7, 2024.  Owners may contact Triumph customer service at 1-678-854-2010.  Triumph's number for this recall is SRAN 617.",No,No,NYSE:,"Triumph Financial, Inc.",TFIN-P,,,,,"Triumph Financial, Inc."
1704,2024-02-09,24E011000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E011000),"ZF North America, Inc.",Inversion Valve Failure/FMVSS 121,,NR (Not Reported),Equipment,2493,"ZF North America, Inc. (ZF) is recalling certain park brake actuation air brake systems equipped with Haldex inversion relay valves, part numbers 9718990020 and RKN28032.  An internal piston in the inversion valve may fail, delaying the engagement of the parking brake.  As such, these valves fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 121, ""Air Brake Systems.""","Delayed parking brake engagement can result in unintended vehicle movement, increasing the risk of a crash.","ZF will replace aftermarket equipment, free of charge.  Affected vehicle manufacturers will determine the appropriate remedy for their vehicles.  Owner notification letters were mailed April 9, 2024.  Owners may contact ZF customer service at 1-734-416-6200.",No,No,NYSE:,Central North Airport Group,GAERF,0.5662153959274292,0.5662153959274292,4924503552,0.73,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V."
1705,2024-02-14,24V110000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V110000),"Volkswagen Group of America, Inc.",Fuel Leak from Fuel Tank Suction Pump Failure,,VW: 20UF/AUDI:20YF,Vehicle,261257,"Volkswagen Group of America, Inc. (Volkswagen) is recalling certain front-wheel drive 2015-2020 Audi A3 Sedan, 2015-2019 Audi A3 Cabriolet, 2019-2020 Volkswagen Jetta GLI, 2018 Golf Sportwagen GP, 2018-2019 Golf Sportwagen A7, 2015-2017 Golf Sportwagen, 2015-2020 Golf GTI, and 2015-2020 Golf A7 vehicles.  Due to a problem with a suction jet pump seal inside the fuel tank, fuel may flow into the evaporative emissions (EVAP) system and possibly leak out of the charcoal canister.",A fuel leak in the presence of an ignition source increases the risk of a fire.,"Dealers will replace the suction pump, free of charge.  Final owner notification letters for Audi owners were mailed on July 25, 2024.  Final owner letters for VW owners were mailed on August 13, 2024.  Owners may contact Volkswagen customer service at 1-800-893-5298 or Audi customer service at 1-800-253-2834.  Volkswagen's numbers for this recall are VW: 20UF/Audi: 20YF.  Vehicles that were previously recalled under 16V-647 will need to have the new remedy completed.  This recall expands and replaces previous recall number 16V-647.",No,No,NYSE:,REINSURANCE GROUP OF AMERICA INC,RZC,23.02184015328429,22.99524688720703,,,7.125% Fixed-Rate Reset Subordinated Debentures due 2052
1706,2024-02-14,24E015000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E015000),Harbor Freight Tools,Insufficient Reflectors in Light Kit/FMVSS 108,,NR (Not Reported),Equipment,141120,"Harbor Freight Tools (Harbor Freight) is recalling certain Kenway LED Trailer Light Kits with part number, 64275 (UPC 193175352965) and Submersible LED Trailer Lights with part numbers, 64362 (Left UPC 792363643620) and 64361 (Right UPC 792363643610).  The reflectors may not reflect light as intended.  As such, these lights fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Side reflectors that do not reflect properly can reduce the visibility to other drivers, increasing the risk of a crash.","Harbor Freight will replace the reflectors or provide a refund in the form of a Harbor Freight gift card, free of charge.  Owner notification letters were mailed April 5, 2024.  Owners may contact Harbor Freight customer service at 1-800-444-3353.",No,No,NYSE:,Drilling Tools International Corp,DTI,3.0,3.0199999809265137,89509856,-0.14,Drilling Tools International Corporation
1707,2024-02-14,24E016000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E016000),Aisin World Corp. of America,Air Bag May Not Deploy as Intended,AIR BAGS,NR (Not Reported),Equipment,1750015,"Aisin World Corp. of America (Aisin) has submitted a Defect Information Report based upon recall determinations made by Toyota Motor Engineering & Manufacturing (23V-865) and American Honda Motor Co. (24V-064).  Certain AEIL weight sensor assemblies may crack and short circuit, which can cause the air bag to deploy unintentionally or not deploy as intended.",An air bag that does not function as intended increases the risk of injury.,Please refer to the respective vehicle manufacturers recalls for remedy information.  Vehicle owners may contact their respective vehicle manufacturers customer service numbers at 1-800-331-4331 (Toyota) and 1-888-234-2138 (Honda).,No,No,NYSE:,H World Group Ltd,HWLDF,,,,,
1710,2024-02-13,24V106000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V106000),Hyundai Motor America,Engine Valve Springs May Break,ENGINE AND ENGINE COOLING,255,Vehicle,4245,"Hyundia Motor America (Hyundai) is recalling certain 2024 Palisade vehicles.  The engine valve springs may break while driving, which can result in a loss of drive power and possibly create a hole in the engine block.",A loss of drive power increases the risk of a crash.  A hole in the engine block increases the risk of a fire.,"Dealers will replace the engine sub-assembly, free of charge.  Owner notification letters were mailed by December 6, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 255.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,22.47565065437362,22.169599533081055,269150797824,2.14,Toyota Motor Corporation
1711,2024-02-13,24V107000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V107000),Hyundai Motor America,Water Damage to Starter Solenoid May Cause Fire,ELECTRICAL SYSTEM,"254 (H), 018G (G)",Vehicle,90907,"Hyundai Motor America (Hyundai) is recalling certain 2015-2016 Genesis, 2017-2019 Genesis G80, Genesis G90, and 2019 Genesis G70 vehicles.  Water may enter the starter solenoid and cause an electrical short, which can result in an engine compartment fire while parked or driving.",An engine compartment fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will install a remedy relay kit in the engine junction box, free of charge.  Owner notification letters were mailed July 15, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's numbers for this recall are 254(H) and 018G(G).",Yes,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,22.47565065437362,22.169599533081055,269150797824,2.14,Toyota Motor Corporation
1713,2024-02-13,24E014000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E014000),Dainese S.p.A.,Helmet Micrometric Buckle May Fail to Engage,EQUIPMENT,NR (Not Reported),Equipment,2142,"Dainese S.p.A. (Dainese) is recalling certain AGV Tourmodular helmets.  The micrometric buckle may fail to automatically engage, allowing the chin strap to remain loose.","A loose helmet may fall off, or not properly protect the rider during a crash, increasing the risk of injury.","Dainese will apply lubricant to the buckles, free of charge.  Owner notification letters were mailed April 12, 2024.  Owners may contact Dainese customer service at 1-855-327-5639.",No,No,NYSE:,Lottomatica Group S.p.A./ADR,LTMGF,,,6168913408.0,0.65,
1714,2024-02-08,24E009000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E009000),"General Motors, LLC",Driver's Air Bag May Deploy Improperly,AIR BAGS,N232432520,Equipment,6,"General Motors, LLC (GM) is recalling certain Autoliv Driver Front Air Bags sold as service replacement parts for 2011-2012 Chevrolet Silverado 1500, Suburban, and Tahoe vehicles.  The driver's air bag inflator may deploy improperly due to a manufacturing defect.",An air bag that does not deploy properly in a crash increases the risk of injury.,"Dealers will inspect and replace the driver air bag module as necessary, free of charge.  Owner notification letters were mailed March 13, 2024.  Owners may contact GM customer service at 1-888-988-7267 and Chevrolet customer service at 800-222-1020.  GM's number for this recall is N232432520.",No,No,NYSE:GM,General Motors Co,GM,38.12250484535036,37.93601608276367,64983121920,5.24,General Motors Company
1715,2024-02-12,24V104000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V104000),"BMW of North America, LLC",Integrated Brake System Malfunction,,NR (Not Reported),Vehicle,266716,"BMW of North America, LLC. (BMW) is recalling certain 2023-2025 BMW, MINI, and Rolls-Royce vehicles.  Please see the recall report for a complete list of models and model years.  The integrated brake (IB) system may malfunction and result in a loss of power brake assist or cause the Antilock Brake (ABS) and Dynamic Stability Control (DSC) systems to not function properly.","A loss of power brake assist can extend the distance required to stop the vehicle.  Additionally, malfunctioning ABS and/or DSC systems can cause a loss of vehicle control.  Either of these scenarios can increase the risk of a crash.","Dealers will replace the integrated brake system, free of charge.  Owner notification letters were mailed between June and December 2024.  Owners may contact BMW customer service at 1-800-525-7417 or Rolls Royce customer service at 1-877-877-3735.",No,No,NYSE:,Central North Airport Group,GAERF,0.5943697690963745,0.5943697690963745,4924503552,0.73,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V."
1716,2024-02-12,24V103000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V103000),"Forest River, Inc.",LPG Tank Brackets May Break,EQUIPMENT,68-1736,Vehicle,6966,"Forest River, Inc. (Forest River) is recalling certain 2019-2024 Georgetown and FR3 Class A motorhomes.  The liquid petroleum gas (LPG) tank mounting brackets may break, which can result in the LPG tank becoming dislodged and damaged.",A damaged LPG tank increases the risk of a fire.,"Dealers will inspect and replace the brackets and welds as necessary, free of charge.  Owner notification letters were mailed March 11, 2024.  Owners may contact Forest River Customer Service at 1-574-206-7600.  Forest River's number for this recall is 68-1736.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,221.35000610351562,225.77999877929688,9697161216,-1.3,"Charles River Laboratories International, Inc."
1717,2024-02-09,24E012000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E012000),Carrier Corporation,Diesel Oxidation Catalyst May Overheat,,NR (Not Reported),Equipment,1945,"Carrier Corporation (Carrier) is recalling PowerLINE RG15 and UG15 series 24 CARB-compliant generator sets (Models 69RG15-120W-24, 69UG15-050S-24, 69UG15-068S-24, and 69UG15-080S-24).  The Diesel Oxidation Catalyst (DOC) may overheat.","An overheated DOC can melt the shell, cover, and surrounding parts, increasing the risk of a fire.","Owners of vehicles that are equipped with these generator sets are advised not to operate these vehicles until root-cause investigation is complete.    Dealers will install a safety circuit, free of charge.  Owner notification letters were mailed March 13, 2024.  Owners may contact Carrier Corporation customer service at 1-800-668-6283.",No,No,NYSE:CARR,CARRIER GLOBAL Corp,CARR,53.62321693475456,54.99791717529297,49223159808,1.74,Carrier Global Corporation
1718,2024-02-09,24V098000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V098000),Vermeer Manufacturing Company,Trailer Tongue May Separate from Hitch,,IK4524,Vehicle,38,Vermeer Manufacturing Company (Vermeer) is recalling certain 2016-2024 BC1800XL brush chipper trailers.  The tongue weldment may crack and separate from the tow hitch.,A hitch separation can cause a loss of control and increase the risk of a crash.,"Vermeer will provide a remedy kit, integrating a new surge brake tongue into the tongue weldment, free of charge. Owner notification letters were mailed September 5, 2024.  Owners may contact Vermeer customer service at 1-800-829-0051, ext. 7060.  Vermeer's number for this recall is IK4524.",No,No,NYSE:,"Simpson Manufacturing Co., Inc.",SSD,187.95810529886785,190.20216369628906,7296344576,7.85,"Simpson Manufacturing Co., Inc."
1719,2024-02-09,24E010000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24E010000),"R.H. Sheppard Co., Inc.",Steering Gear Shaft May Fracture,STEERING,NR (Not Reported),Equipment,456,"R.H. Sheppard Co., Inc. (R.H. Sheppard) is recalling certain steering gears.  Please see the recall report for a complete list of all affected models and part numbers.  The steering gear sector shaft may have been improperly heat-treated, which can cause the gear teeth to crack or fracture.","A fractured steering gear shaft can cause a loss of steering control, increasing the risk of a crash.","R.H. Sheppard will work with the vehicle manufacturers to replace the steering gears, free of charge.  Affected vehicle manufacturers are expected to be notified in February 2024.  Owners may contact R.H. Sheppard customer service at 1-717-637-3751.",No,No,NYSE:,H&R BLOCK INC,HRB,43.67382277562701,44.780696868896484,6675983872,4.42,"H&R Block, Inc."
1720,2024-02-09,24V092000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V092000),Vicinity Motor Corporation,Inadequate Clearance May Damage CNG Tank,"FUEL SYSTEM, OTHER",CA-000-051,Vehicle,14,"Vicinity Motor Corporation (Vicinity) is recalling certain 2022 Vi35 transit buses.  Inadequate clearance may allow the CNG tanks to contact the supporting mounting structure and/or safety cables, damaging the tanks.","A damaged tank can leak natural gas, increasing the risk of a fire.","As an interim repair, dealers will inspect and adjust the mounting structure.  If the vehicle's mounting structure cannot be adjusted, owners are advised not to drive their vehicle until the supporting member is replaced.  When the final repair is available, dealers will inspect, secure the safety cables, install protective material on the tank, and replace the mounting structure and CNG tanks as necessary, free of charge.  Owner notification letters were mailed March 18, 2024.  Owners may contact Vicinity customer service at 1-604-607-4000.  Vicinity's number for this recall is CA-000-051.",No,No,NYSE:,TOYOTA MOTOR CORP/,TOYOF,20.46719008060392,21.959190368652344,269150797824,2.14,Toyota Motor Corporation
1721,2024-02-09,24V094000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V094000),"Forest River, Inc.",Slide Room Bolt May Puncture Tire and Cause Crash,EQUIPMENT,205-1735,Vehicle,45,"Forest River, Inc. (Forest River) is recalling certain 2024 Coachmen Catalina and Forest River Aurora travel trailers.  The tire may contact the slide adjustment bolt and puncture the tire.","A punctured tire can cause a loss of vehicle control, increasing the risk of a crash.","Dealers will replace the slide adjustment bolt and install a shackle kit, free of charge.  Owner notification letters were mailed February 19, 2024.  Owners may contact Forest River customer service at 1-574-825-4995.  Forest River's number for this recall is 205-1735.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,219.0,222.22000122070312,9697161216,-1.3,"Charles River Laboratories International, Inc."
1722,2024-02-09,24V095000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V095000),"Forest River, Inc.",Control Arm Failure May Cause Loss of Control,SUSPENSION,210-1734,Vehicle,10,"Forest River, Inc. (Forest River) is recalling certain 2023-2024 Coachmen Concord motorhomes.  The lower control arm bracket may fail and cause the axle to rotate or detach, resulting in a loss of vehicle control.",A loss of vehicle control increases the risk of a crash.,"Dealers will replace the lower control arm mount, free of charge.  Owner notification letters were mailed February 19, 2024.  Owners may contact Forest River customer service at 1-574-825-8602.  Forest River's number for this recall is 210-1734.",No,No,NYSE:,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,219.0,222.22000122070312,9697161216,-1.3,"Charles River Laboratories International, Inc."
1724,2024-02-07,24V076000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V076000),"Lucid USA, Inc.",Software Error May Cause a Loss of Drive Power,FORWARD COLLISION AVOIDANCE,SR-24-02-0,Vehicle,189,"Lucid USA, Inc. (Lucid) is recalling certain 2022-2024 Air vehicles running software release versions 2.1.2 through 2.1.26.  The software may cause a fault while the adaptive cruise control is on, resulting in a loss of drive power.",A sudden loss of drive power increases the risk of a crash.,"Lucid released an over-the-air (OTA) software update in October 2023, free of charge.  Owner notification letters are expected to be mailed March 8, 2024.  Owners may contact Lucid customer service at 1-888-995-8243.  Lucid's number for this recall is SR-24-02-0.",No,No,NYSE:,"Lucid Group, Inc.",LCID,35.45000076293945,33.79999923706055,5678903808,-11.3,"Lucid Group, Inc."
1725,2024-02-09,24V097000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V097000),Ford Motor Company,Power Steering Pressure Line May Detach and Leak,"SERVICE BRAKES, HYDRAULIC",24S07,Vehicle,16543,Ford Motor Company (Ford) is recalling certain 2021-2022 E-350 and E-450 vehicles equipped with dual rear wheels.  An inadequate connection between the power steering pressure line and the brake hydroboost unit may result in a sudden loss of power steering fluid.,"A sudden loss of power steering fluid can result in a loss of power steering and power brake assist, increasing the risk of a crash.","Dealers will replace the power steering pressure line and the hydroboost jumper line, free of charge.  Vehicles in this recall were previously recalled under 22V-089 and owners will need to have the new remedy completed even if their vehicle was remedied under the prior recall.  Owner notification letters were mailed on June 21, 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 24S07.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
1726,2024-02-09,24V099000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V099000),Ford Motor Company,Seat Belt May Lock and Fail to Retract or Extend,SEAT BELTS,24S06,Vehicle,77574,"Ford Motor Company (Ford) is recalling certain 2018-2020 Expedition and Lincoln Navigator vehicles.  The seat belt pretensioner in the driver and/or front passenger seat may inadvertently deploy and lock the seat belt, which will not allow the belt to retract or extend.","Seat belts that do not retract or extend may fail to restrain an occupant as intended, increasing the risk of injury in a crash.","Dealers will inspect and replace the seat belt retractors, as necessary.  Additionally, dealers will install an HVAC drain tube elbow if it is missing.  Repairs will be performed free of charge.  Owner notification letters were mailed on July 8, 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 24S06.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
1727,2024-02-09,24V100000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V100000),"Mercedes-Benz USA, LLC",48-Volt Ground Cable Not Tightened Properly,ELECTRICAL SYSTEM,2024MMNNNN,Vehicle,12191,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2021-2023 CLS450, E450, E450 All-Terrain, AMG E53, AMG GT43, AMG GT53, and 2021 AMG CLS53 vehicles.  The 48-volt ground cable connection located in the engine compartment may not be tightened properly and may result in the ground cable overheating.",An overheated ground cable increases the risk of a fire.,"Dealers will inspect the 48-volt ground cable connection and repair it as necessary, free of charge.  Owner notification letters were mailed March 22, 2024.  Owners may contact MBUSA customer service at 1-800-367-6372.  MBUSA's number for this recall is 2024MMNNNN.",No,No,NYSE:MBG,COMFORT SYSTEMS USA INC,FIX,234.61203485714725,238.9842987060547,34625064960,23.56,"Comfort Systems USA, Inc."
1729,2024-02-09,24V102000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V102000),Ford Motor Company,Inadequate Rear Axle Lubrication,POWER TRAIN,24S05,Vehicle,113320,"Ford Motor Company (Ford) is recalling certain 2023-2024 Ford Transit vehicles.  An inadequate amount of rear axle lubricant may cause rear axle tail bearing damage and seizure, which can result in wheel lock-up or driveshaft separation.",Wheel lock-up or driveshaft separation can result in a loss of drive power.  A disconnected driveshaft can also result in a roll away when the vehicle is in park without the parking brake applied.  Any of these scenarios can increase the risk of a crash.,"Dealers will inspect the rear axle, and replace the axle bearings or axle assembly as necessary, free of charge.  Owner notification letters were mailed March 4, 2024, and October 25, 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 24S05.",No,No,NYSE:F,FORD MOTOR CO,F-PD,,,,,
1733,2024-02-08,24V084000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V084000),"Daimler Trucks North America, LLC",Missing Welds May Cause Suspension Hanger Failure,SUSPENSION,FL994,Vehicle,49,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2022-2024 Western Star 49X vehicles.  The suspension hanger may fail due to missing welds, which can result in difficulty steering and maintaining the direction of the front two wheels.",Difficulty steering and a loss of directional control increases the risk of a crash.,"DTNA will replace the suspension hanger, free of charge.  Owner notification letters were mailed July 22, 2024.  Owners may contact DTNA customer service at 800-745-8000.  DTNA's number for this recall is FL994.",No,No,NYSE:,DAIMLER AG,MBGAF,59.9682502746582,59.9682502746582,60297027584,8.21,Mercedes-Benz Group AG
1734,2024-02-07,24V077000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V077000),"Kia America, Inc.",Engine Valve Springs May Break,ENGINE AND ENGINE COOLING,SC296,Vehicle,2872,"Kia America, Inc. (Kia) is recalling certain 2024 Telluride vehicles.  The engine valve springs may break while driving, which can result in a loss of drive power and possibly create a hole in the engine block.",A loss of drive power increases the risk of a crash.  A hole in the engine block increases the risk of a fire.,"Dealers will replace the engine sub-assembly, free of charge.  Owner notification letters were mailed April 5, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC296.",No,No,NYSE:KRX,BANK OF AMERICA CORP /DE/,BACRP,278.4978942871094,278.4978942871094,,,Bank of America Corporation PFD SER B 7%
1735,2024-02-08,24V085000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V085000),"Jaguar Land Rover North America, LLC",High-Voltage Battery May Overheat,ELECTRICAL SYSTEM,H471,Vehicle,100,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain 2019-2020 Jaguar I-PACE vehicles previously repaired under recall number 23V-369.  The high-voltage battery may overheat.",A high-voltage battery that overheats increases the risk of a fire.,"Owners are advised to park and charge their vehicle outside and away from structures until the recall repair is complete and for 30 days after the repair has been completed.  The battery energy control module software will be updated by a dealer.  Repairs will be performed free of charge.  Owner notification letters were mailed March 20, 2024.  Owners may contact Jaguar's customer service at 1 -800-452-4827.  Jaguar's number for this recall is H471.  These vehicles were previously recalled for this same issue under recall number 23V-369 and will need to have the new remedy performed.",Yes,No,NYSE:,"Jaguar Health, Inc.",JAGX,132.0,133.5,7784953,37.53,"Jaguar Health, Inc."
1736,2024-02-08,24V086000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V086000),"Jaguar Land Rover North America, LLC",Loose Connection Between Battery and Busbars,ELECTRICAL SYSTEM,H468,Vehicle,2,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain 2019-2020 Jaguar I-PACE vehicles.  The fasteners that secure the battery module to the busbars may not have been tightened securely, which can cause electrical arcing at the busbars.",Electrical arcing increases the risk of a fire.,"Dealers will inspect and repair the busbar fasteners and replace any damaged components as necessary, free of charge.  Owner notification letters were mailed March 21, 2024.  Owners may contact Jaguar's customer service at 1-800-452-4827.  Jaguar's number for this recall is H468.",No,No,NYSE:,"Jaguar Health, Inc.",JAGX,132.0,133.5,7784953,37.53,"Jaguar Health, Inc."
1737,2024-02-08,24V087000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=24V087000),"General Motors, LLC",Seat Belt Bezel May Damage or Tear Belt in a Crash,SEAT BELTS,N242430730,Vehicle,338,General Motors (GM) is recalling certain 2024 Chevrolet Silverado EV vehicles.  An incorrect seat belt bezel on the second-row center seat belt may damage or tear the seat belt in the event of a crash.,"A torn or damaged seat belt may not properly restrain an occupant in a crash, increasing the risk of injury.","Do not allow passengers to sit in the second-row center seat until remedied.  Dealers will replace the second-row center seat belt bezel, free of charge.  Owner notification letters were mailed March 13, 2024.  Owners may contact Chevrolet customer service at 1-800-222-1020.  GM's number for this recall is N242430730.",No,No,NYSE:GM,General Motors Co,GM,38.12250484535036,37.93601608276367,64983121920,5.24,General Motors Company
